load,windall,windallsigma,windnorth,windnorthsigma,windsouth,windsouthsigma
30992,3754,2906,3335,3201,419,295
32660,3104,2337,2801,2475,303,138
32488,2562,1850,2279,1939,283,89
33359,2025,1352,1700,1416,325,64
34432,1577,861,1194,808,383,156
35132,1696,866,1253,825,443,430
35700,1424,824,923,641,501,387
36558,1109,551,593,247,516,304
37133,1208,613,519,196,689,417
37720,1408,694,514,148,894,601
38190,1745,772,794,193,951,799
38044,2057,839,1213,423,844,749
37230,2765,928,2108,1085,657,608
36889,3816,1801,2832,2122,984,321
37867,5343,3160,4157,3962,1186,802
36449,5446,3355,4255,3796,1191,441
33789,6048,3704,4804,4351,1244,647
30632,6225,4455,5029,5104,1196,649
28272,5882,3988,4708,4667,1174,679
26812,5550,3307,4513,3962,1037,655
26080,5726,3618,4692,4231,1034,613
25675,5671,3997,4802,4492,869,495
25859,5410,4630,4814,4938,596,308
27417,4859,4833,4391,4855,468,22
30989,4191,3878,3732,3879,459,1
32741,3911,3518,3424,3523,487,5
32732,3500,2816,3006,2864,494,48
33618,3238,2872,2805,2961,433,89
34886,2478,2787,2260,2803,218,16
36145,1445,962,1400,965,45,3
37583,1186,588,1126,581,60,7
39035,1065,426,946,404,119,22
40197,1114,426,874,363,240,63
41229,1235,441,829,237,406,204
41939,1704,833,964,438,740,395
41701,2014,889,998,579,1016,748
40395,1960,901,868,521,1092,960
39052,1729,848,606,491,1123,1057
39233,1532,789,686,379,846,791
37680,1648,823,816,677,832,499
35339,1797,873,1009,570,788,424
32370,2304,928,1458,1015,846,566
29761,2468,930,1591,1362,877,524
27900,2429,942,1759,1085,670,309
26566,3283,1721,2549,1886,734,165
25831,4310,3351,3361,3561,949,210
25541,4438,3672,3548,3935,890,263
25939,4182,3329,3445,3462,737,133
27012,3928,3267,3365,3338,563,71
28065,3342,3043,2910,3060,432,17
29367,2538,2104,2192,2114,346,10
31163,1949,1948,1733,1975,216,27
33093,1022,685,949,672,73,13
34915,611,192,579,179,32,13
36791,523,113,506,112,17,1
38623,573,138,510,126,63,12
40374,666,270,458,193,208,77
41947,711,194,315,55,396,139
42893,862,386,302,26,560,360
43007,1045,532,403,44,642,488
41868,1274,665,516,106,758,559
40172,1524,815,778,276,746,739
39940,1687,854,1102,542,585,433
38245,2434,1013,1762,1420,672,407
35799,3167,1614,2512,2021,655,407
33145,3700,1692,3200,1988,500,296
30420,5405,3859,4815,4177,590,318
28603,6567,6123,5768,6398,799,275
27298,6565,5876,5704,6149,861,273
26405,6664,6010,5640,6247,1024,237
25953,6844,6365,5758,6612,1086,247
25992,6684,6009,5695,6306,989,297
26561,6535,5919,5552,6106,983,187
27097,6292,5445,5368,5639,924,194
28423,5970,5229,5134,5437,836,208
30476,5374,4709,4575,4903,799,194
32774,4622,3293,3784,3525,838,232
34983,4538,3106,3495,3392,1043,286
37146,4459,2816,3117,3242,1342,426
39192,4429,2367,3014,3145,1415,778
40895,4279,2026,3062,2791,1217,765
42266,4482,2314,3254,2998,1228,684
43218,4669,2421,3514,3148,1155,727
43396,4714,2627,3607,3285,1107,658
42459,4729,2778,3627,3297,1102,519
41177,5172,3330,3840,3877,1332,547
41494,5735,3342,4407,3997,1328,655
40061,6639,4167,5142,4836,1497,669
37185,7831,5838,6088,6651,1743,813
33630,7827,6069,6115,6891,1712,822
30821,7578,5965,6081,6745,1497,780
29117,7422,6314,5999,6861,1423,547
28006,7642,6967,6147,7446,1495,479
27373,7589,6779,6142,7300,1447,521
27671,7070,6017,6094,6528,976,511
29338,6422,5644,5553,5806,869,162
32641,5973,4994,4940,5131,1033,137
33840,5961,4920,4818,5380,1143,460
33776,5467,4158,4156,4772,1311,614
34678,4764,2915,3443,3502,1321,587
36002,4573,2063,3274,2728,1299,665
37240,5204,3256,3490,4228,1714,972
38516,4422,2373,2706,3342,1716,969
40024,4004,1928,2435,2889,1569,961
41354,4094,2338,2388,3286,1706,948
42446,4023,2015,2297,3164,1726,1149
43331,4053,1683,2532,2819,1521,1136
43133,4321,1762,2968,2705,1353,943
41934,4718,2090,3235,3090,1483,1000
40915,4885,2291,3467,3361,1418,1070
41504,4627,2009,3424,3101,1203,1092
39965,4272,1878,3177,2756,1095,878
36779,4076,1824,2954,2621,1122,797
33186,3812,1227,2792,2036,1020,809
30552,3833,1631,2602,2711,1231,1080
29005,2958,1148,1806,1962,1152,814
28108,2315,896,1270,1163,1045,703
27621,1995,902,1011,643,984,649
27883,2268,925,1067,974,1201,936
29844,2180,915,879,814,1301,861
33588,2210,909,858,680,1352,970
34982,2369,914,961,828,1408,1272
34981,2014,834,768,579,1246,1215
36083,1785,838,620,446,1165,1184
37279,1601,850,758,287,843,662
38314,2019,879,1438,502,581,509
39382,2913,1330,2391,1865,522,535
40247,2799,1439,2433,1578,366,139
40826,3392,2379,2988,2531,404,152
41307,3369,2373,2879,2450,490,77
41547,3645,2528,2939,2709,706,181
41120,3542,2194,2781,2448,761,254
40066,3326,1922,2561,2171,765,249
39197,3183,2155,2438,2516,745,361
39492,2628,1910,2117,2272,511,362
37819,1923,983,1604,1073,319,90
34737,2327,1395,1968,1485,359,90
31232,2771,1680,2427,1778,344,98
28705,3234,2298,2823,2320,411,22
27140,3669,3365,3200,3378,469,13
26249,3248,2672,2777,2680,471,8
25840,2951,2370,2487,2372,464,2
26059,2776,2740,2270,2745,506,5
27801,1990,1584,1653,1613,337,29
31459,1529,875,1233,917,296,42
32967,1477,1465,1213,1511,264,46
32555,947,940,875,941,72,1
33190,607,326,570,325,37,1
34061,547,451,544,450,3,1
34853,470,144,432,143,38,1
35612,634,156,565,155,69,1
36736,1012,379,915,378,97,1
37995,1501,655,1317,654,184,1
39326,2371,1635,2047,1636,324,1
40566,2689,1951,2340,1968,349,17
40776,2632,1804,2341,1825,291,21
39942,2328,1555,2072,1557,256,2
38753,2167,1868,1893,1901,274,33
39226,1697,1742,1399,1797,298,55
37681,1198,492,965,466,233,26
34494,1618,876,1199,910,419,34
30871,1887,1076,1484,1109,403,33
28308,2044,1462,1539,1554,505,92
26726,1790,1226,1274,1371,516,145
25737,1510,1006,1074,1190,436,184
25273,1159,836,832,874,327,113
25515,870,491,608,368,262,123
27231,753,287,555,216,198,71
30820,735,229,542,165,193,64
31981,797,216,503,165,294,51
32193,880,373,549,251,331,122
33184,673,273,322,182,351,91
34615,369,120,138,21,231,99
36005,256,106,95,22,161,84
37459,208,27,124,21,84,6
39259,200,68,177,67,23,1
40901,195,12,108,11,87,1
42284,236,8,46,7,190,1
43257,394,61,46,2,348,59
43322,653,281,176,4,477,277
41971,996,390,559,76,437,314
40082,1631,854,1302,608,329,246
40006,2633,1431,2215,1623,418,192
38249,3461,2230,2967,2465,494,235
35444,4004,2786,3436,3080,568,294
32071,4138,2849,3508,3110,630,261
28948,4296,3101,3660,3410,636,309
27168,4128,2821,3517,3042,611,221
26046,4346,3096,3648,3356,698,260
25377,4260,3366,3616,3557,644,191
25153,3946,3004,3382,3138,564,134
25955,3790,2706,3220,2812,570,106
27760,3906,2881,3330,2998,576,117
28533,3813,2768,3281,2885,532,117
29823,3772,2959,3225,3052,547,93
31781,3628,2795,3078,2901,550,106
33546,3606,2625,3020,2719,586,94
34934,3713,2713,3105,2808,608,95
36240,3717,2298,3111,2440,606,142
37625,4251,2673,3534,2905,717,232
39030,4585,3042,3743,3349,842,307
40293,4687,3181,3752,3532,935,351
41012,4758,3160,3767,3570,991,410
40844,4815,3024,3815,3445,1000,421
39578,5170,3157,4124,3591,1046,434
37878,5879,3985,4673,4553,1206,568
37998,6200,4374,5039,4993,1161,619
36586,6335,4256,5219,4791,1116,535
34378,7095,5708,5778,6186,1317,478
31524,7263,6241,5917,6680,1346,439
28850,6900,5711,5658,6136,1242,425
27186,6666,5627,5608,5961,1058,334
26059,6793,6330,5770,6509,1023,179
25300,6476,5809,5503,5983,973,174
25097,6231,5154,5198,5344,1033,190
25301,6102,4984,5019,5258,1083,274
26120,5541,4308,4578,4625,963,317
26456,4958,3684,3996,3917,962,233
28193,4708,4223,3748,4603,960,380
30687,3436,2384,2548,2747,888,363
32755,2805,1139,2081,1567,724,428
34373,2758,1112,1963,1573,795,461
35834,2452,918,1670,1265,782,511
37233,2020,840,1263,958,757,434
38644,1780,767,956,946,824,641
39724,1397,617,783,463,614,511
40319,1749,757,1232,600,517,436
40299,2475,903,2010,731,465,269
39256,4710,2551,3582,3011,1128,460
37896,5592,3707,4313,4219,1279,512
38053,5798,4431,4663,5044,1135,613
36720,4992,3784,4348,4316,644,532
34371,4529,3884,3906,4285,623,401
31476,3690,2700,3098,3035,592,335
28976,3116,2160,2770,2364,346,204
27003,2827,1932,2538,2052,289,120
25708,2578,2287,2082,2473,496,186
24807,1863,1243,1384,1450,479,207
24355,1302,401,964,350,338,51
24412,2018,1089,1553,1161,465,72
24989,2054,1306,1754,1383,300,77
25389,1863,1202,1557,1237,306,35
27078,1654,911,1385,971,269,60
29192,1423,916,1141,955,282,39
30796,1033,605,609,535,424,70
32210,642,220,295,61,347,159
33398,516,170,151,30,365,140
34229,430,170,71,9,359,161
34649,450,250,65,9,385,241
34800,486,284,54,17,432,280
34776,548,332,79,11,469,343
34696,623,394,168,25,455,419
34254,658,313,256,26,402,287
33960,875,375,409,68,466,307
35055,1208,622,710,242,498,380
34287,1541,875,968,554,573,321
31937,1962,928,1368,912,594,281
29000,2342,933,1787,1194,555,262
26719,2759,1375,2255,1542,504,167
25319,3271,2028,2764,2193,507,165
24492,3415,2640,2980,2755,435,115
24176,3024,2182,2650,2250,374,68
24583,2986,2317,2734,2383,252,66
26181,2846,2043,2605,2098,241,55
29177,2935,2308,2650,2360,285,52
30389,2669,2270,2449,2314,220,44
31345,2128,1933,1949,1965,179,32
32840,1502,1114,1372,1136,130,22
34503,1067,414,924,413,143,1
35875,1335,670,1110,669,225,1
37044,1348,604,1037,564,311,40
38327,1446,683,1109,539,337,144
39305,1746,798,1384,627,362,171
40209,2470,1092,2028,1293,442,201
40976,3250,1785,2704,1988,546,203
40724,3902,2363,3247,2626,655,263
39744,4217,2824,3493,3141,724,317
38750,4169,3053,3409,3421,760,368
39499,3813,2274,3086,2588,727,314
37916,4294,3241,3502,3550,792,309
34428,4229,3675,3449,3967,780,292
30753,3599,2994,2833,3250,766,256
28026,3828,3309,2980,3586,848,277
26352,3891,3300,3192,3568,699,268
25518,4102,4300,3491,4575,611,275
25115,2984,2017,2542,2131,442,114
25330,3403,2533,3037,2634,366,101
27000,3717,3254,3423,3324,294,70
30430,3590,3322,3057,3342,533,20
31539,3117,1966,2509,2006,608,40
31915,3275,2769,2814,2840,461,71
33331,2849,3496,2399,3550,450,54
35045,1598,852,1299,844,299,76
36684,1492,837,1110,946,382,128
38319,1154,468,874,359,280,109
40237,1341,705,960,589,381,116
41921,1426,763,1049,542,377,221
43360,1477,745,1124,589,353,156
44235,1672,848,1314,710,358,138
43888,2022,910,1558,936,464,190
42517,2430,976,1909,1241,521,265
41010,2840,1484,2287,1771,553,287
41280,3180,1921,2537,2195,643,274
39509,3546,1993,2803,2262,743,269
35910,4238,2751,3335,3070,903,319
31970,4343,2827,3482,3161,861,334
29092,4447,2903,3629,3252,818,349
27437,4861,3488,4041,3775,820,287
26280,4855,3620,4130,3902,725,282
25734,4669,3475,4000,3687,669,212
25828,4432,3175,3753,3373,679,198
27427,4236,2882,3642,3092,594,210
30918,4186,2973,3586,3120,600,147
31914,4042,3004,3464,3151,578,147
32323,3554,3174,3085,3277,469,103
33893,2570,1364,2222,1439,348,75
35800,2974,1704,2479,1830,495,126
37546,3252,2052,2668,2386,584,334
39248,2795,1665,2202,2081,593,416
41118,2265,903,1609,1184,656,338
42543,2508,909,1682,1112,826,503
43639,3126,931,2138,1550,988,715
44105,3653,1249,2578,1952,1075,703
43752,4374,1706,3174,2470,1200,764
42392,5132,2285,3784,3085,1348,800
40710,6050,4010,4337,5072,1713,1062
40998,5354,2856,3964,3830,1390,974
39306,5356,3011,3961,3863,1395,852
35805,5466,3972,4148,4953,1318,981
32008,4537,4198,3264,5239,1273,1041
29273,3175,1512,2502,2047,673,535
27600,3586,2430,2926,2986,660,556
26616,3444,2305,2882,2761,562,456
26211,3562,2053,3030,2221,532,168
26623,4720,3124,3772,3303,948,179
28356,5663,4467,4160,4886,1503,419
31923,5916,4176,4402,5189,1514,1013
33384,5366,3122,4184,4062,1182,940
33323,5280,3356,4180,4036,1100,680
34148,5103,2771,4172,3265,931,494
35434,5769,3395,4691,3909,1078,514
36684,6569,4540,5212,5049,1357,509
37775,6826,4498,5282,5201,1544,703
38985,6682,4027,5017,4878,1665,851
39940,6315,3434,4654,4331,1661,897
40793,6247,3372,4553,4295,1694,923
41332,6148,3204,4456,4087,1692,883
41065,6261,3143,4591,4013,1670,870
40101,6812,3665,5121,4560,1691,895
39141,7553,4916,5731,5904,1822,988
40120,7631,5404,5842,6412,1789,1008
38954,7288,4623,5493,5563,1795,940
36020,7574,5055,5720,6042,1854,987
32608,7448,4888,5724,5851,1724,963
29981,7444,5167,5688,6156,1756,989
28103,6967,4738,5316,5690,1651,952
27028,6327,4058,4764,4849,1563,791
26376,6274,4850,4624,5727,1650,877
26543,5393,4000,4117,4781,1276,781
28222,4648,2933,3460,3441,1188,508
31654,4736,3020,3567,3604,1169,584
33037,4524,2619,3288,3197,1236,578
33484,4639,2475,3270,3296,1369,821
34857,4405,1905,3123,2691,1282,786
36224,4509,1624,3197,2425,1312,801
37268,5097,2438,3424,3380,1673,942
38280,5100,2620,3278,3696,1822,1076
39514,4830,2334,2940,3476,1890,1142
40505,4501,1631,2869,2614,1632,983
41116,4654,1563,3109,2434,1545,871
41464,5567,2275,3960,3170,1607,895
41061,6386,2972,4736,3875,1650,903
40022,7112,3858,5338,4823,1774,965
39012,7557,4591,5675,5632,1882,1041
39627,7629,5077,5670,6192,1959,1115
38731,7559,5287,5599,6400,1960,1113
36630,7825,6052,5753,7115,2072,1063
34040,7977,6289,5827,7463,2150,1174
31764,7763,5798,5574,6985,2189,1187
30094,8039,5738,5911,6892,2128,1154
29028,8357,6181,6150,7373,2207,1192
28369,8582,6591,6301,7817,2281,1226
28156,8547,6553,6274,7750,2273,1197
28601,8452,6388,6216,7580,2236,1192
29729,8292,6080,6099,7244,2193,1164
30687,8038,5521,5934,6676,2104,1155
32285,8117,6180,5818,7445,2299,1265
34335,8045,6018,5806,7275,2239,1257
36169,8145,6208,5911,7479,2234,1271
37585,8165,6115,5894,7366,2271,1251
38440,8286,6307,5979,7570,2307,1263
38921,8359,6387,6065,7648,2294,1261
39146,8439,6518,6143,7778,2296,1260
39029,8494,6545,6207,7807,2287,1262
38847,8571,6664,6288,7928,2283,1264
38445,8528,6566,6265,7824,2263,1258
37843,8466,6443,6194,7702,2272,1259
37650,8510,6572,6205,7843,2305,1271
38486,8645,6847,6294,8132,2351,1285
37791,8614,6818,6256,8112,2358,1294
36190,8594,6938,6206,8249,2388,1311
34048,8508,6901,6093,8230,2415,1329
31670,8353,6673,5961,7992,2392,1319
30177,7796,5247,5705,6406,2091,1159
29114,7193,4471,5270,5599,1923,1128
28169,6661,4440,4604,5690,2057,1250
27686,5108,2712,3247,3988,1861,1276
27798,4202,1537,2556,2758,1646,1221
28349,3734,996,2183,2157,1551,1161
28535,3674,944,2080,2176,1594,1232
29943,3581,901,2151,2027,1430,1206
31660,3598,901,2344,1696,1254,955
33272,4301,1430,3017,2261,1284,831
34463,5343,2669,3988,3490,1355,821
34961,5870,3397,4294,4155,1576,758
35270,6889,5346,5112,6300,1777,954
35487,6751,4795,5278,5662,1473,867
35590,6336,3919,4897,4624,1439,705
35837,6738,4158,5067,4995,1671,837
36170,6749,4515,5034,5384,1715,869
35995,5433,3071,3963,3843,1470,772
35643,4387,2558,2751,3462,1636,904
36445,2771,919,1269,1521,1502,966
35541,1873,812,776,457,1097,931
33033,1528,724,624,351,904,678
29766,1383,652,612,433,771,727
27335,1135,629,694,419,441,540
25806,940,311,479,263,461,48
24934,1306,553,640,292,666,261
24496,1848,799,1398,840,450,971
24776,1526,780,1246,608,280,172
26429,1910,1008,1530,1062,380,54
29820,2364,1236,1846,1372,518,136
31132,2655,1290,2021,1527,634,237
31299,2904,1522,2136,1815,768,293
32151,2957,1510,2100,1921,857,411
32767,2644,860,1886,1277,758,512
33209,2684,1016,1762,1556,922,540
33538,2352,858,1363,1119,989,669
33858,2112,850,1059,924,1053,855
34009,1608,840,741,412,867,766
33991,1233,612,607,142,626,470
34114,1312,829,811,356,501,483
34135,1281,844,798,593,483,268
33877,1248,703,802,461,446,242
33666,1489,770,1042,564,447,206
34895,1961,911,1290,940,671,288
33955,2407,936,1646,1262,761,551
31192,2555,932,2090,1151,465,400
28051,3171,1781,2652,2181,519,400
25933,3094,1826,2484,2158,610,332
24670,3212,1976,2588,2405,624,429
23910,3015,1679,2519,2102,496,423
23652,2843,1543,2399,1842,444,299
24014,2643,1338,2204,1538,439,200
25871,2646,1350,2194,1505,452,155
29489,2754,1517,2271,1680,483,163
30385,2769,1690,2149,1932,620,242
30692,2192,1324,1525,1693,667,369
31627,1277,621,945,495,332,284
32844,1085,509,886,351,199,158
33922,1154,625,945,521,209,104
34921,950,489,767,378,183,111
36362,980,599,754,448,226,164
37618,813,446,616,279,197,167
38941,761,355,602,216,159,139
39932,872,411,682,292,190,119
40064,1040,548,765,401,275,147
39130,1252,710,901,510,351,200
37756,1537,876,1205,780,332,246
38031,1985,936,1662,1024,323,145
36532,2960,1469,2550,1578,410,109
33272,4527,2951,3886,3107,641,156
29731,5576,4413,4881,4586,695,173
27092,5910,5622,5122,5718,788,96
25621,5955,5152,5160,5253,795,101
24736,6300,5552,5403,5650,897,98
24335,6775,6602,5778,6711,997,109
24630,6904,6898,5828,6983,1076,85
26234,6892,6588,5791,6709,1101,121
29693,6972,6506,5900,6639,1072,133
30680,6926,6493,5879,6608,1047,115
31129,6858,6722,5979,6837,879,115
32130,6269,5765,5416,5792,853,27
33306,6459,6347,5514,6380,945,33
34313,6451,6776,5486,6801,965,25
35338,5941,5878,5086,5880,855,2
36702,5276,4636,4614,4641,662,5
38020,4592,3748,4055,3765,537,17
39360,4149,3212,3659,3252,490,40
40595,3941,2759,3453,2804,488,45
40940,4266,2861,3705,2901,561,40
40197,5101,3705,4403,3798,698,93
38584,5832,4921,5027,5080,805,159
38611,5846,4724,4888,4948,958,224
37050,6022,4437,4939,4795,1083,358
33551,6915,6150,5518,6540,1397,390
29873,7630,7340,6086,7762,1544,422
27305,7782,7524,6245,7978,1537,454
25755,7895,8034,6334,8463,1561,429
24808,7814,8019,6344,8397,1470,378
24337,7707,8108,6360,8378,1347,270
24582,7585,8129,6323,8279,1262,150
26187,7504,7878,6320,8012,1184,134
29552,7290,7246,6153,7367,1137,121
30531,7222,7012,6073,7135,1149,123
31103,7099,7090,6044,7220,1055,130
32310,6323,6136,5263,6224,1060,88
33743,6005,5275,5031,5381,974,106
34865,5166,4484,4287,4611,879,127
35949,4070,3658,3335,3783,735,125
37467,2940,2362,2282,2477,658,115
38982,2191,1105,1620,1273,571,168
40405,2324,1041,1642,1292,682,251
41552,2425,928,1715,1137,710,356
41643,2829,1077,2029,1526,800,449
40508,3012,1197,2096,1744,916,547
38938,3172,1391,2070,2136,1102,745
39326,3055,1083,1964,1791,1091,708
37976,3534,1237,2589,1820,945,583
34765,4130,1567,3119,2146,1011,579
31202,5048,3471,3808,4219,1240,748
28434,4541,3728,3525,4409,1016,681
26849,3581,2302,2803,2766,778,464
25896,3719,1643,2858,1971,861,328
25381,5281,4517,3864,5016,1417,499
25566,4839,2974,3559,3458,1280,484
27263,5358,2849,3860,3458,1498,609
30496,6361,4234,4710,5104,1651,870
31663,5995,4012,4691,4686,1304,674
32333,5813,4359,4840,4737,973,378
33468,5864,4864,4879,4999,985,135
34706,6253,5219,5138,5396,1115,177
35481,6572,5500,5675,5755,897,255
35531,6168,5524,5377,5580,791,56
35553,5668,5026,4691,5053,977,27
35306,5216,4455,4204,4767,1012,312
34960,4274,2954,3391,3231,883,277
34634,4115,2801,3176,2979,939,178
34142,4235,2611,3354,2945,881,334
33140,4160,2674,3372,2983,788,309
32318,3895,2944,3200,3121,695,177
33040,3432,2794,2774,3153,658,359
32414,2581,1128,2114,1500,467,372
30447,2624,1100,2156,1516,468,416
28017,2570,1161,2054,1584,516,423
25940,2250,936,1797,1293,453,400
24690,1998,930,1535,1010,463,316
23843,1887,904,1370,809,517,356
23395,1845,867,1132,994,713,501
23354,1370,590,872,516,498,453
23873,1283,559,809,467,474,340
24917,1409,586,893,528,516,379
25664,1517,630,986,634,531,431
27163,1414,585,855,744,559,511
28560,975,480,480,264,495,284
29493,1016,395,445,236,571,405
29873,1145,395,412,355,733,670
30114,941,407,204,118,737,459
30326,1044,622,174,35,870,657
30759,1095,774,180,14,915,788
31386,1029,730,107,6,922,736
32153,963,776,88,7,875,783
32728,820,675,90,1,730,676
32676,726,556,168,29,558,585
32015,736,487,458,143,278,344
32476,901,320,731,283,170,37
31743,1627,692,1428,636,199,56
29868,2680,1404,2388,1498,292,94
27600,3547,2444,3215,2530,332,86
25478,3879,2843,3463,2896,416,53
24093,4018,2902,3607,2963,411,61
23228,4115,3154,3734,3184,381,30
22794,4082,3402,3706,3418,376,16
22548,3692,3192,3427,3207,265,15
22742,3156,2735,2868,2739,288,4
23195,2429,1845,2291,1854,138,9
23518,1973,1313,1908,1318,65,5
25237,1717,1515,1641,1522,76,7
27064,1150,1282,1073,1283,77,1
28527,614,316,547,315,67,1
29839,698,184,667,183,31,1
31221,980,377,926,376,54,1
32709,1481,1024,1355,1025,126,1
34269,1580,1016,1361,1017,219,1
35772,1814,1656,1577,1657,237,1
37231,1643,1300,1433,1301,210,1
37998,1831,1479,1578,1491,253,12
37785,2330,1866,2063,1884,267,18
36815,3030,2127,2679,2146,351,19
36981,4298,3565,3738,3611,560,46
35881,4736,3471,4089,3575,647,104
32924,5365,4446,4719,4591,646,145
29344,5174,4382,4571,4514,603,132
26684,4654,3885,4058,4013,596,128
24930,4133,3107,3472,3276,661,169
24043,3720,2523,3120,2687,600,164
23546,3502,2355,2933,2524,569,169
23835,3267,2128,2829,2297,438,169
25523,3065,2143,2662,2255,403,112
28907,2853,2315,2507,2471,346,156
29791,2112,1317,1778,1416,334,99
30361,1902,833,1608,1023,294,204
31431,2149,1103,1811,1325,338,222
32471,2150,1047,1769,1274,381,227
33358,2312,961,1890,1212,422,251
34078,2569,1087,2048,1420,521,333
34999,2703,1190,2174,1683,529,493
35858,2444,1231,1967,1646,477,415
36866,2072,857,1720,1148,352,294
37838,1901,893,1567,1052,334,264
38226,1621,874,1262,853,359,246
37667,1580,912,1227,805,353,272
36565,1674,924,1357,860,317,213
36930,2145,1155,1877,1364,268,209
35544,2577,1306,2374,1449,203,143
32154,3564,2240,3312,2375,252,135
28633,4433,3277,4153,3471,280,194
26296,4633,3634,4378,3828,255,194
24943,4742,4281,4460,4450,282,169
24154,4422,3951,4140,4133,282,182
23867,4104,3349,3873,3492,231,143
24206,4187,3321,3977,3433,210,112
25949,4756,4043,4496,4154,260,111
29342,4842,3677,4566,3825,276,148
30171,5029,4058,4656,4242,373,184
30711,4579,3479,4235,3763,344,284
31906,3845,2269,3435,2465,410,196
33256,3963,2528,3392,2959,571,431
34487,3231,1868,2570,2424,661,556
35768,2288,917,1650,1069,638,486
37373,2082,892,1425,700,657,530
38957,2284,907,1529,784,755,599
40862,2623,925,1749,1098,874,769
42544,2795,934,1840,1249,955,776
42989,3045,946,2098,1449,947,866
42317,3407,1032,2486,1834,921,802
40821,4185,1998,3185,2881,1000,883
40819,4679,2177,3886,2933,793,756
39388,5787,3373,5001,4082,786,709
35922,7599,6948,6584,7903,1015,955
32049,7833,7854,6647,8821,1186,967
29344,7752,7575,6639,8649,1113,1074
27762,7477,7165,6420,8111,1057,946
26709,7538,7410,6486,8317,1052,907
26258,7417,7256,6477,8162,940,906
26463,7468,7847,6655,8675,813,828
28182,7076,7066,6342,7733,734,667
31480,6737,6064,5957,6673,780,609
32513,6498,5358,5832,6134,666,776
33262,5997,4783,5282,5389,715,606
34606,5123,3300,4208,3943,915,643
36573,4694,2484,3786,3397,908,913
38530,4006,1946,3129,2742,877,796
40660,3304,1153,2406,1925,898,772
43030,2857,892,1952,1326,905,814
45284,2818,936,1790,1217,1028,865
47268,2854,949,1745,1168,1109,1008
48915,3072,952,1836,1487,1236,1114
49194,3195,951,1945,1638,1250,1150
47993,3260,951,1964,1756,1296,1159
45894,3446,951,2125,1918,1321,1169
45568,4068,1205,2983,2238,1085,1033
43796,4989,2024,4054,2910,935,886
39936,6395,3841,5355,4800,1040,959
35717,6972,4824,5811,5845,1161,1021
32687,7126,5269,5918,6413,1208,1144
30662,6665,4515,5472,5528,1193,1013
29285,6733,4676,5537,5805,1196,1129
28480,6331,4333,5270,5406,1061,1073
28428,5852,3843,4940,4722,912,879
29907,5756,4158,4804,5051,952,893
33041,5226,3392,4259,4246,967,854
33909,4593,2360,3666,3223,927,863
34732,4085,1971,3062,2913,1023,942
36474,3175,970,2070,1908,1105,938
38551,2434,921,664,1571,1770,1531
40668,1432,1068,290,75,1142,1143
42735,1272,897,189,105,1083,1002
44982,1154,794,93,62,1061,856
46834,1260,967,101,36,1159,1003
48296,1361,1075,153,36,1208,1111
48870,1450,978,254,86,1196,1064
48381,1623,913,436,157,1187,1070
46552,1908,766,712,311,1196,1077
44724,2297,796,1133,601,1164,1057
44799,2952,938,1793,1149,1159,1051
43153,3985,1111,2938,2089,1047,978
39604,5101,2334,4064,3279,1037,945
35659,5959,3321,4942,4278,1017,957
32794,7378,6156,6122,7304,1256,1148
30798,7380,6048,6196,7144,1184,1096
29473,7517,6465,6339,7545,1178,1080
28627,7499,6792,6376,7879,1123,1087
28453,6774,5761,5887,6674,887,913
29826,6363,5241,5553,5963,810,722
32759,5664,4169,4756,4840,908,671
33579,5136,3144,4199,4003,937,859
34548,4591,2905,3474,3955,1117,1050
36054,3608,1349,2482,2164,1126,815
37850,3548,950,2237,2145,1311,1200
39582,3150,937,1844,1651,1306,1160
41215,2956,940,1906,1106,1050,942
43081,3466,949,2478,1476,988,900
44711,4219,1364,3146,2327,1073,963
46093,4417,1530,3329,2494,1088,964
47070,4292,1247,3281,2135,1011,888
46711,4534,1490,3456,2450,1078,960
44954,4346,1306,3264,2283,1082,977
42768,4018,1160,2775,2271,1243,1111
42347,3347,950,2165,1490,1182,1056
40987,3388,950,2414,1290,974,882
38319,4687,1460,3794,2277,893,817
35322,6449,3861,5270,4905,1179,1044
32708,6639,4143,5438,5209,1201,1066
30632,6252,3711,5039,4778,1213,1067
29180,6244,3676,5068,4749,1176,1073
28360,6186,3680,5080,4709,1106,1029
27828,5984,3742,4908,4736,1076,994
27982,5285,3108,4313,4016,972,908
28686,4723,2612,3807,3455,916,843
29309,4296,2134,3505,2964,791,830
31559,3744,1816,2961,2629,783,813
34101,2879,867,2096,1283,783,555
36522,3010,920,1861,1376,1149,951
38740,2569,916,1325,819,1244,1140
40472,2160,792,777,528,1383,1246
41967,1786,944,496,224,1290,1168
43271,1760,946,525,174,1235,1120
44237,1919,851,724,221,1195,1072
44622,2283,872,1234,442,1049,938
44039,3000,944,2016,965,984,873
42385,4283,1228,3116,2126,1167,898
40638,4967,1530,3786,2460,1181,930
40621,6120,2832,4703,4182,1417,1350
39559,6035,2857,4528,4108,1507,1251
37453,5938,2432,4529,3797,1409,1365
34800,6138,2832,4696,4153,1442,1321
32046,6218,3007,4646,4406,1572,1399
30180,6043,2937,4383,4466,1660,1529
28782,5216,1751,3997,2977,1219,1226
27865,5304,2356,4063,3435,1241,1079
27330,5301,2418,3786,3586,1515,1168
27292,4816,1550,3473,2876,1343,1326
