load,windall,windallsigma,windnorth,windnorthsigma,windsouth,windsouthsigma
37530,7095,5062,6126,5841,969,779
38030,6771,4653,5864,5422,907,769
40509,6610,4188,5635,4956,975,768
43429,6789,3971,5585,4843,1204,872
46042,7004,3911,5725,5071,1279,1160
48573,6681,3722,5404,4971,1277,1249
50975,6027,3047,4799,4259,1228,1212
52927,5597,2390,4318,3542,1279,1152
54423,5724,2322,4344,3632,1380,1310
55148,5688,2131,4281,3478,1407,1347
54243,5772,2080,4331,3394,1441,1314
51852,6213,2539,4610,4045,1603,1506
50375,6182,2796,4621,4436,1561,1640
49515,5748,2450,4374,3764,1374,1314
46712,5694,2289,4321,3274,1373,985
42968,6640,2794,5306,4071,1334,1277
39065,7192,3985,5765,5243,1427,1258
36180,7137,4157,5797,5412,1340,1255
34210,6713,3804,5385,4852,1328,1048
32942,6551,3535,5311,4581,1240,1046
32033,6628,3870,5318,4836,1310,966
32197,6498,3655,5303,4656,1195,1001
33929,6104,3462,5056,4320,1048,858
37181,5675,3169,4703,3913,972,744
37814,5296,2841,4328,3513,968,672
38269,5097,2650,4254,3378,843,728
40763,4774,2343,3859,2964,915,621
43726,4707,2063,3530,2802,1177,739
46345,4621,1791,3218,2881,1403,1090
48708,3877,965,2729,2081,1148,1116
51233,3293,931,2333,1547,960,806
53364,3150,939,2212,1317,938,700
54851,3359,956,2314,1371,1045,750
55487,3801,971,2672,1602,1129,850
54461,4203,974,3058,1812,1145,882
52110,4637,1465,3389,2511,1248,1046
50537,4577,2097,3151,3483,1426,1386
49272,3454,1149,2108,2179,1346,1030
46177,3133,965,2119,1490,1014,1001
42388,3350,1058,2485,1857,865,799
38487,3578,1741,2716,2595,862,854
35567,3446,2054,2607,2857,839,803
33623,3221,2028,2618,2610,603,582
32279,3209,1715,2708,2001,501,286
31540,3807,2235,3246,2613,561,378
31643,4081,2485,3585,2913,496,428
33285,3881,2957,3511,3332,370,375
36653,3009,2434,2772,2636,237,202
37515,2267,1322,2018,1410,249,88
37901,2199,1341,1937,1487,262,146
40064,1857,1082,1611,1189,246,107
42721,1498,755,1197,685,301,70
45231,1568,848,1099,671,469,177
47601,1464,871,1019,561,445,376
49802,1149,348,881,187,268,161
51602,1589,530,1150,355,439,175
52626,2700,824,1977,1226,723,574
52699,2635,902,1887,1456,748,827
51308,1913,865,1280,738,633,417
48967,1831,820,1295,435,536,385
48328,2337,905,1554,1169,783,615
47370,1898,933,1323,597,575,473
44803,1996,882,1530,573,466,309
41332,2646,947,2131,1281,515,448
37712,2596,941,2031,1133,565,292
34712,3004,1081,2319,1526,685,445
32853,2816,1085,2199,1536,617,451
31522,2296,944,1779,1319,517,385
30837,1687,894,1314,735,373,241
30898,1474,826,1145,844,329,193
32691,1057,680,829,619,228,158
36032,708,534,550,399,158,190
37113,466,101,356,41,110,60
37428,660,262,516,188,144,74
39377,740,229,541,160,199,69
41902,1050,464,848,303,202,161
44400,1185,446,937,360,248,86
46322,1677,685,1042,967,635,349
47707,1342,591,804,241,538,350
47927,1702,805,1031,455,671,591
47570,1852,816,1098,710,754,664
46726,1772,856,1006,530,766,567
44893,1868,867,1098,465,770,584
42814,2111,881,1383,657,728,666
42348,2349,910,1659,873,690,598
41564,2630,929,1989,1137,641,570
40078,2964,983,2327,1633,637,650
37972,2882,1002,2235,1492,647,490
35479,3043,979,2254,1554,789,575
33185,3140,965,2255,1448,885,621
31551,3440,1021,2598,1736,842,715
30480,3671,1367,2822,1976,849,609
29848,3956,1486,3195,2150,761,664
29550,4209,2056,3381,2690,828,634
29872,4090,1760,3342,2373,748,613
30815,4317,1828,3608,2409,709,581
31962,4915,2419,4146,3059,769,640
33075,5453,2793,4706,3663,747,870
34790,5690,3175,4799,4037,891,862
36103,5563,3018,4543,3851,1020,833
37127,5493,2840,4379,3746,1114,906
37456,5371,2759,4249,3841,1122,1082
37646,4860,2545,3737,3466,1123,921
37691,4286,1904,3250,2736,1036,832
37821,3995,1599,3154,2402,841,803
38166,3774,1553,2949,2066,825,513
38089,4146,1672,3092,2378,1054,706
37735,4116,1591,2923,2534,1193,943
37950,3624,951,2505,2040,1119,1113
37302,2979,941,2028,1377,951,810
36143,2973,921,2122,1807,851,1114
34347,2351,920,1539,1067,812,606
32109,2342,903,1395,893,947,657
30066,2601,891,1466,963,1135,888
28648,2748,908,1571,1047,1177,991
27647,2777,896,1606,1105,1171,1004
26984,2826,910,1715,1406,1111,1130
26564,2592,928,1664,1235,928,943
26532,2519,936,1591,1123,928,812
26942,2573,915,1592,1175,981,914
27497,2492,902,1491,1053,1001,892
28693,2398,891,1412,966,986,930
30397,2289,877,1171,890,1118,836
31668,2380,858,1026,875,1354,978
32515,2410,845,961,734,1449,1198
33197,2401,858,883,795,1518,1394
33698,2098,859,678,515,1420,1282
34088,1895,855,578,312,1317,1000
34377,1951,826,657,335,1294,1133
34523,1885,819,741,366,1144,1027
34649,1683,811,605,355,1078,846
34573,1337,725,372,195,965,774
35186,884,561,231,30,653,531
35170,625,296,192,3,433,293
33561,597,240,192,16,405,224
31072,653,275,180,24,473,251
28114,733,401,271,45,462,356
26016,738,416,326,154,412,262
24741,815,278,582,133,233,145
24014,1318,706,1025,873,293,248
23771,1148,407,928,332,220,75
24236,1747,1239,1303,1563,444,324
26051,1182,678,827,523,355,155
29402,1115,527,873,397,242,130
30388,1241,427,952,365,289,62
31036,1715,920,1431,760,284,211
32443,1668,883,1315,1062,353,186
33978,1315,610,1105,450,210,160
35424,1495,833,1347,679,148,154
36763,1642,884,1491,841,151,91
38252,1944,1110,1741,1234,203,124
39350,2136,908,1874,1027,262,134
40522,2846,1381,2501,1607,345,226
41303,3196,1514,2769,1751,427,237
40769,3637,1827,2961,2126,676,299
39488,3876,2382,3404,3116,472,734
39482,2814,1513,2466,1679,348,166
38878,3065,1583,2684,1827,381,244
36750,3447,2005,3018,2352,429,347
33631,3590,2233,3121,2661,469,428
30306,3524,2752,3003,3229,521,477
27966,2912,2109,2498,2586,414,477
26463,2408,1671,2080,2017,328,346
25554,2133,1210,1876,1494,257,284
25067,2043,1040,1798,1257,245,217
25367,2199,1252,1893,1517,306,265
27096,2156,1086,1755,1378,401,292
30516,2111,895,1622,1226,489,340
31588,2090,908,1532,1104,558,406
31654,1867,862,1313,927,554,444
32846,1588,830,1031,956,557,574
34196,974,429,635,198,339,231
35573,990,404,583,205,407,199
36919,1081,487,640,244,441,243
38605,1145,664,601,327,544,340
39994,1009,586,379,190,630,396
41029,759,354,163,20,596,334
41552,571,273,61,6,510,267
40829,487,284,26,1,461,283
39387,397,279,34,5,363,274
39216,356,53,249,11,107,42
38821,648,197,625,176,23,21
36486,1192,524,1138,515,54,9
33123,2015,1070,1872,1105,143,35
29862,2882,1537,2625,1660,257,123
27433,3851,2329,3453,2564,398,235
26162,4489,2850,3990,3204,499,354
25466,4822,3255,4194,3694,628,439
25309,5167,3839,4305,4375,862,536
25712,5601,4049,4726,4674,875,625
27345,5585,3587,4738,4129,847,542
30420,5872,3832,4924,4427,948,595
31490,6115,4265,5111,4984,1004,719
31640,5783,3899,4869,4561,914,662
32951,5320,3693,4597,4340,723,647
34729,4554,2495,3825,2900,729,405
36551,4737,2402,3847,2908,890,506
38275,4876,2520,3850,3249,1026,729
40176,4470,2009,3352,2848,1118,839
41975,4060,1357,2739,2265,1321,908
43649,4146,964,2801,2242,1345,1358
44723,3993,966,2702,1999,1291,1161
44445,4317,1055,2846,2233,1471,1178
42729,4846,1406,3229,2871,1617,1465
42305,5156,1626,3636,2944,1520,1318
41584,5907,2104,4440,3317,1467,1213
39227,7176,3444,5623,4910,1553,1466
36016,7628,4130,5942,5640,1686,1510
32497,7748,4107,5994,5627,1754,1520
29761,7887,4357,6043,5949,1844,1592
28320,7731,4128,5979,5689,1752,1561
27315,7574,3936,5823,5499,1751,1563
26824,7443,3874,5799,5422,1644,1548
27115,6997,3483,5509,4819,1488,1336
28936,6641,3316,5226,4541,1415,1225
32409,6101,3000,4702,4163,1399,1163
33387,5287,2427,3915,3529,1372,1102
33883,4536,2227,3049,3462,1487,1235
35795,3372,1000,1927,2077,1445,1077
37937,2985,858,1873,1443,1112,965
40117,3162,772,2126,1526,1036,926
42312,3355,742,2427,1621,928,889
44599,3622,967,2507,1799,1115,832
46478,3931,915,2450,2059,1481,1144
47837,3655,942,2001,1601,1654,1432
48591,3349,949,1605,1253,1744,1556
47835,2953,928,1203,866,1750,1538
46012,2668,918,963,600,1705,1462
45892,2471,918,924,472,1547,1313
45237,2479,951,1006,638,1473,1446
42907,2152,934,1027,498,1125,1142
39308,1884,920,974,398,910,792
35520,1807,930,921,444,886,759
32564,1571,900,756,337,815,718
30591,1328,759,560,228,768,531
29444,1209,563,637,178,572,385
28801,1375,626,841,288,534,338
28767,1605,821,1128,451,477,370
30410,1682,866,1191,617,491,362
33772,1599,850,1106,647,493,318
34935,1382,804,912,577,470,227
35165,1061,492,683,332,378,160
36941,870,418,552,255,318,163
39014,571,120,216,42,355,78
41102,495,222,107,3,388,219
42996,402,187,46,1,356,186
45245,444,279,41,3,403,282
47055,538,490,58,8,480,498
48112,552,487,105,15,447,502
48360,640,402,231,28,409,374
47023,899,287,518,59,381,228
44260,1620,710,1154,416,466,294
42701,2673,972,2105,1173,568,371
40849,3983,1838,3199,2371,784,533
38485,5069,2757,4036,3479,1033,722
35827,5690,3530,4510,4508,1180,978
32972,5483,3287,4351,4168,1132,881
30236,5364,3172,4241,3968,1123,796
28415,5369,3086,4389,3926,980,840
27145,5325,3157,4432,3867,893,710
26405,5436,3225,4577,3883,859,658
26009,5621,3722,4754,4421,867,699
26252,5262,3156,4468,3742,794,586
27197,5394,3315,4615,3946,779,631
27995,5147,3231,4384,3857,763,626
29286,4573,2758,3875,3308,698,550
31303,4104,2537,3512,3079,592,542
33038,3347,1758,2865,2145,482,387
34314,2926,1663,2431,2004,495,341
35297,2290,1170,1814,1504,476,334
35965,1676,940,1263,822,413,290
36460,1376,616,1038,376,338,240
36777,1347,443,1008,277,339,166
36754,1897,778,1410,555,487,223
36343,2775,909,2070,1140,705,414
35529,3548,1193,2758,1880,790,687
35575,3785,1496,3021,2070,764,574
34698,4213,1711,3422,2266,791,555
33242,5033,2524,4140,3236,893,712
31432,5288,3009,4419,3753,869,744
28849,5188,3110,4350,3811,838,701
26936,4918,2928,4002,3577,916,649
25571,4714,2535,3802,3267,912,732
24658,4529,2496,3576,3314,953,818
24104,4134,1901,2901,2762,1233,861
23899,3726,1062,2391,2118,1335,1056
24072,3435,971,2051,1662,1384,1290
24761,3026,970,1641,1286,1385,1195
25601,2825,963,1310,1106,1515,1304
26757,2505,951,966,758,1539,1401
28209,2112,903,779,339,1333,1189
29003,1974,911,670,246,1304,1157
29382,1704,901,548,100,1156,1001
29534,1486,956,377,82,1109,1038
29452,1201,875,237,4,964,879
29351,1043,728,186,1,857,729
29283,976,649,214,1,762,650
29455,952,520,284,1,668,519
29886,1010,503,321,4,689,499
30411,1046,461,384,10,662,451
32008,1240,741,427,70,813,671
31910,1180,675,331,131,849,682
30867,1187,663,315,127,872,719
28950,1133,678,231,125,902,803
26787,1010,657,182,48,828,705
25245,1007,654,158,49,849,703
24451,1029,711,108,52,921,763
24105,1070,825,122,34,948,859
24172,1014,745,146,52,868,797
24869,1023,745,153,84,870,829
26875,989,711,144,94,845,805
30058,926,682,128,77,798,759
31683,979,852,173,87,806,939
32053,770,416,175,50,595,466
32425,820,503,133,109,687,612
32569,716,469,145,44,571,513
32417,662,388,190,29,472,417
32180,630,268,304,18,326,250
32220,795,268,508,45,287,223
32274,1030,392,759,149,271,243
32439,1229,527,994,316,235,211
32556,1549,724,1326,551,223,173
32460,2089,919,1831,921,258,186
32264,2780,1386,2479,1650,301,264
33855,3191,1848,2905,2135,286,287
33894,3560,1904,3248,2141,312,237
32429,4597,2731,4069,3046,528,315
29937,5476,3222,4756,3701,720,479
27458,6184,3850,5380,4485,804,635
25714,6501,4313,5686,4965,815,652
24857,6398,4315,5659,4956,739,641
24394,6248,4273,5522,4883,726,610
24271,6117,4296,5396,4906,721,610
24628,5843,3948,5153,4533,690,585
26554,5790,3855,5076,4420,714,565
30087,5713,3624,4991,4213,722,589
31461,5596,3575,4881,4191,715,616
31260,5268,3433,4601,4014,667,581
31838,4744,3007,4112,3524,632,517
32718,4076,2126,3428,2518,648,392
33593,4230,2054,3291,2583,939,529
34497,4091,1764,3054,2531,1037,767
35504,3471,1237,2508,1953,963,716
36438,2973,874,2008,1565,965,694
37353,2601,874,1653,1148,948,764
38212,2383,902,1379,911,1004,772
38352,2280,935,1327,686,953,753
37862,2652,954,1563,1005,1089,846
38899,3068,964,2086,1321,982,907
38870,3472,966,2541,1508,931,734
37060,4407,1674,3381,2533,1026,859
34182,4732,2164,3653,3101,1079,937
31050,4399,1846,3376,2680,1023,834
28749,4186,2116,3213,3079,973,963
27380,3573,1730,2914,2479,659,749
26522,3321,1845,2672,2406,649,561
26204,3346,2013,2598,2728,748,715
26597,3149,1553,2557,2136,592,583
28483,3697,1934,3062,2585,635,651
32074,3647,1958,3006,2369,641,411
33554,3758,1993,3121,2472,637,479
33749,3605,2202,3090,2655,515,453
35091,3065,2216,2669,2535,396,319
36814,2456,2001,2088,2301,368,300
38321,1452,858,1160,907,292,94
39658,1077,531,708,394,369,137
41277,938,388,424,113,514,275
42637,918,473,274,56,644,417
43514,926,481,222,9,704,472
44018,1026,536,197,5,829,531
43367,1173,667,234,10,939,677
42211,1340,852,291,37,1049,889
42645,1300,710,363,45,937,749
41850,1378,787,454,84,924,745
39567,1554,881,533,227,1021,918
36327,1668,909,663,352,1005,826
32928,1696,875,925,504,771,847
30381,1605,861,990,587,615,436
28978,1699,816,1094,777,605,415
28133,1805,796,1229,974,576,452
27842,1774,745,1298,1005,476,361
28183,1909,908,1393,1197,516,289
30108,1914,875,1441,1163,473,288
33886,1975,931,1489,1193,486,262
35456,2140,1070,1572,1352,568,282
35721,2238,1116,1638,1448,600,332
37076,2348,1182,1505,1558,843,376
38912,2304,946,1355,1083,949,508
40492,2490,920,1396,866,1094,640
41885,3083,940,1866,1034,1217,886
43399,3660,945,2431,1293,1229,995
44657,4363,959,2938,1973,1425,1142
45760,4577,957,3082,2153,1495,1237
46002,4873,1172,3316,2495,1557,1323
45109,4898,1329,3311,2676,1587,1347
43898,4781,1494,3191,2928,1590,1434
44309,4576,1551,3197,2960,1379,1409
43643,4454,1576,3330,2671,1124,1095
41569,4953,2287,3843,3370,1110,1083
38506,5258,2538,4070,3449,1188,911
35059,5734,2543,4455,3619,1279,1076
32206,6160,3089,4779,4263,1381,1174
30522,6151,3252,4783,4401,1368,1149
29520,6058,3376,4724,4569,1334,1193
29007,5581,2925,4446,3939,1135,1014
29134,5275,2949,4229,3838,1046,889
30872,4962,2707,4049,3450,913,743
34398,4897,2565,4118,3235,779,670
35754,5114,3141,4265,3778,849,637
36036,4927,2941,4142,3628,785,687
37777,4683,2637,3947,3197,736,560
40051,4868,2444,4023,2922,845,478
41980,5716,3050,4549,3778,1167,728
43651,6035,3115,4637,4167,1398,1052
45472,5798,2703,4311,3849,1487,1146
46888,5758,2586,4258,3906,1500,1320
47920,5651,2448,4099,3747,1552,1299
48385,5613,2187,4021,3532,1592,1345
47262,5708,2254,4120,3726,1588,1472
44847,5557,2295,3943,3707,1614,1412
44147,5481,2140,3890,3590,1591,1450
42862,5605,1989,4142,3228,1463,1239
41068,6657,2760,5051,4122,1606,1362
38748,7632,3657,5902,5258,1730,1601
36019,8103,4296,6249,5966,1854,1670
33508,8082,4340,6211,5994,1871,1654
31635,8027,4337,6111,5947,1916,1610
30380,8074,4390,6108,6020,1966,1630
29624,8118,4424,6142,6162,1976,1738
29228,7977,4545,6153,6291,1824,1746
29586,7301,3973,5816,5449,1485,1476
30579,7027,3853,5591,4971,1436,1118
31652,7257,4039,5815,5263,1442,1224
33070,7349,4477,5996,5748,1353,1271
35652,6874,3897,5407,4992,1467,1095
37955,6890,3269,5128,4553,1762,1284
39736,6867,2731,5090,4255,1777,1524
41121,6676,2630,4846,4188,1830,1558
42124,6303,2078,4569,3558,1734,1480
42872,6460,2172,4606,3627,1854,1455
43194,6847,2320,4834,4038,2013,1718
42998,6772,2223,4768,4011,2004,1788
42176,6420,2155,4480,3983,1940,1828
41152,5699,1830,3829,3577,1870,1747
41734,4995,1430,3139,3140,1856,1710
41147,4519,984,2843,2485,1676,1610
39766,4242,984,2540,2491,1702,1648
37795,3657,981,2138,1891,1519,1517
35171,3329,968,2025,1493,1304,1219
32872,3581,973,2067,1963,1514,1288
30928,3776,978,2121,2497,1655,1768
29480,3420,977,1999,2081,1421,1490
28574,3075,950,1937,1438,1138,1070
28087,3170,930,2086,1339,1084,827
27856,3735,1334,2458,2771,1277,1437
27977,3138,1245,2174,2284,964,1039
28329,2805,1048,1958,1642,847,594
29475,2841,1126,2119,1749,722,623
31793,2596,1104,1815,1616,781,512
33935,2212,923,1503,863,709,404
35997,2391,901,1618,1126,773,605
38090,2162,919,1527,1060,635,549
39471,2098,934,1510,878,588,487
40203,2335,933,1599,983,736,610
41013,2497,963,1512,1098,985,788
41658,2252,958,1347,789,905,822
41546,1868,924,1066,616,802,673
40348,1546,896,820,584,726,685
40497,1049,594,618,217,431,377
39286,934,407,604,188,330,219
37074,940,410,618,274,322,136
34108,847,389,599,283,248,106
31017,707,240,509,180,198,60
28483,732,312,559,208,173,104
26879,718,316,591,255,127,61
25931,633,248,540,213,93,35
25470,628,243,577,212,51,31
25728,733,284,708,257,25,27
27472,855,545,830,498,25,47
30679,762,367,712,348,50,19
31885,768,280,689,263,79,17
31956,966,385,861,351,105,34
33130,981,386,880,343,101,43
34686,890,424,748,367,142,57
36016,669,187,566,136,103,51
37132,917,250,787,202,130,48
38398,1315,560,1118,471,197,89
39382,1492,709,1240,552,252,157
40150,1642,900,1365,705,277,195
40563,1734,936,1462,822,272,165
39888,1865,963,1554,846,311,123
38835,2295,1125,1915,1317,380,192
39505,2676,1253,2283,1456,393,203
38523,3453,1716,3034,1985,419,269
36282,4534,2957,3966,3363,568,406
33113,4985,3399,4349,3893,636,494
29820,5266,3627,4514,4131,752,504
27452,5402,3688,4715,4292,687,604
26077,5314,4061,4755,4651,559,590
25217,4738,3331,4229,3690,509,359
24906,4832,3201,4276,3673,556,472
25248,4962,3268,4399,3767,563,499
27057,5059,3518,4448,3994,611,476
30563,5046,3427,4425,3937,621,510
32148,5065,3456,4422,3978,643,522
32015,5010,3580,4328,4123,682,543
32857,4751,3641,4292,4263,459,622
33850,4039,2779,3568,3053,471,274
34584,4166,2895,3598,3258,568,363
35304,4027,2421,3510,2821,517,400
36032,4135,2328,3590,2676,545,348
36316,4710,2695,4006,3104,704,409
36484,5173,2924,4316,3537,857,613
36569,5292,2734,4294,3457,998,723
36316,5528,2626,4450,3530,1078,904
36095,5732,2922,4563,3956,1169,1034
37171,5512,2698,4489,3574,1023,876
36592,5936,3192,4937,4129,999,937
34898,6277,3763,5278,4647,999,884
32548,6524,4077,5431,4949,1093,872
29729,6796,4242,5656,5241,1140,999
27678,6912,4445,5642,5447,1270,1002
26639,6885,4261,5647,5376,1238,1115
26021,6772,4329,5654,5318,1118,989
25810,6566,4228,5550,5070,1016,842
26219,6639,4308,5564,5217,1075,909
28122,6819,4351,5650,5340,1169,989
31840,6609,3984,5494,5006,1115,1022
33445,6384,3795,5256,4718,1128,923
33366,6272,3800,5040,4743,1232,943
34688,5953,4245,4510,5521,1443,1276
36607,4479,2349,3192,3372,1287,1023
38572,4018,1934,2875,2961,1143,1027
40561,3478,1630,2402,2548,1076,918
42783,3165,1891,2028,2964,1137,1073
44726,2134,924,1386,1209,748,602
46362,1908,905,1192,1188,716,562
47295,1452,819,950,574,502,333
46806,1477,748,1019,457,458,291
44821,1794,917,1256,629,538,360
44572,2233,932,1640,865,593,423
42934,2901,936,2028,1435,873,507
40176,3590,1340,2642,2406,948,1066
36573,3250,1316,2409,2075,841,759
32787,3237,1239,2484,1847,753,608
30023,3448,1423,2682,1999,766,576
28403,3562,1449,2890,2066,672,617
27383,3637,1866,2952,2397,685,531
26849,3408,1582,2781,2049,627,467
27030,3530,1587,2950,2060,580,473
28621,3743,2271,3121,2803,622,532
31829,3097,1692,2572,2109,525,417
32852,2627,1384,2195,1687,432,303
32452,2228,1111,1807,1344,421,233
33403,1788,943,1425,1157,363,214
34458,1383,720,1128,563,255,157
35320,1067,360,872,272,195,88
36195,1132,648,789,493,343,155
37288,813,392,388,124,425,268
38196,669,379,155,16,514,363
38789,714,657,85,11,629,668
39062,649,470,49,16,600,486
38336,656,465,47,25,609,490
37164,703,519,63,22,640,541
37675,688,353,150,5,538,348
36874,1037,584,486,62,551,594
34827,1166,648,647,246,519,441
31862,1402,707,912,424,490,490
28737,1607,773,1157,558,450,447
26538,1855,842,1432,755,423,421
25281,2170,928,1735,964,435,403
24499,2563,962,2016,1266,547,449
24184,2879,1259,2188,1850,691,591
24527,2656,989,1933,1533,723,544
26278,2479,961,1730,1311,749,544
29721,2316,930,1629,1029,687,450
31105,2326,913,1732,997,594,444
30952,2375,941,1876,1150,499,470
31708,2060,914,1605,1080,455,381
32707,1544,739,1136,584,408,246
33523,1486,659,1099,597,387,259
34302,1469,750,1056,550,413,259
35350,1473,759,1031,465,442,294
36261,1519,786,1012,458,507,328
37063,1548,744,1033,398,515,346
37626,1883,922,1289,623,594,435
37315,2118,930,1480,941,638,492
35798,2162,940,1503,1229,659,527
35483,2017,941,1565,797,452,319
34273,2902,966,2362,1260,540,311
32698,4716,2284,3915,2905,801,621
30768,5868,3387,4971,4243,897,856
28470,6254,3877,5355,4703,899,826
26495,6386,3979,5445,4725,941,746
25223,6728,4358,5648,5154,1080,796
24441,6923,4568,5820,5500,1103,932
24044,6686,4519,5638,5371,1048,852
24101,6397,4375,5462,5187,935,812
24705,5933,4022,5071,4689,862,667
25914,5775,3847,4939,4493,836,646
26839,5625,3634,4773,4231,852,597
28151,5489,3576,4700,4222,789,646
29813,4931,3385,4122,3973,809,588
31506,4125,2407,3212,2960,913,553
32869,3621,1613,2668,2321,953,708
34348,3219,1077,2230,1747,989,670
35877,3217,951,2122,1511,1095,741
37476,3548,951,2319,1589,1229,937
38954,3980,963,2506,2015,1474,1196
39891,4048,971,2454,2185,1594,1439
40071,3653,973,2205,1571,1448,1168
39232,4076,980,2414,2247,1662,1524
39709,3835,980,2664,1373,1171,957
38933,5557,1908,4155,3228,1402,1320
37506,6383,2975,4883,4338,1500,1363
35577,6740,3232,5240,4574,1500,1342
33091,7078,3665,5575,5096,1503,1431
31094,7009,3723,5620,5057,1389,1334
29750,6971,3903,5640,5135,1331,1232
28768,6843,3920,5597,5087,1246,1167
27978,6697,3965,5516,5068,1181,1103
27670,6361,3590,5297,4546,1064,956
27853,6375,3720,5338,4631,1037,911
28334,6378,4022,5330,4961,1048,939
29048,6039,3737,4914,4638,1125,901
30491,5687,3132,4575,4062,1112,930
33320,5618,2990,4235,4025,1383,1035
36316,5235,1937,3675,2995,1560,1058
38924,5492,1775,3702,3239,1790,1464
41261,5073,1322,3268,2802,1805,1480
43219,4593,909,2833,2358,1760,1491
44820,4236,893,2526,2084,1710,1500
46031,3979,893,2336,1844,1643,1455
46501,3932,900,2287,1798,1645,1390
45906,4007,923,2378,1816,1629,1425
44369,4090,949,2396,2107,1694,1480
44652,4052,976,2799,1747,1253,1185
43274,4957,1593,3820,2655,1137,1062
41048,6003,2844,4800,3911,1203,1067
37982,6602,3427,5307,4462,1295,1035
34698,7128,3883,5787,5107,1341,1224
32147,7153,4227,5800,5408,1353,1181
30396,6802,4122,5503,5258,1299,1136
29220,6329,3979,5040,5108,1289,1129
28745,5499,3327,4233,4474,1266,1147
29155,4546,2561,3356,3620,1190,1059
31191,3688,2207,2457,3372,1231,1165
34645,2819,1583,1804,2541,1015,958
36503,1930,887,1372,788,558,359
36471,2525,1167,1834,1768,691,601
38147,2221,920,1493,1236,728,601
40335,2018,856,1167,681,851,474
42432,2318,804,1156,721,1162,742
43970,2708,813,1527,763,1181,1004
45374,3136,876,1967,1122,1169,1034
45888,3459,859,2168,1450,1291,970
46226,3863,872,2394,1741,1469,1222
46214,3947,884,2396,1854,1551,1356
45407,3841,942,2229,1863,1612,1429
44132,3498,957,1880,1616,1618,1375
44543,3376,987,1858,1436,1518,1281
43184,3586,989,2226,1533,1360,1143
40597,4288,1011,2894,2173,1394,1162
37370,4983,1635,3548,2860,1435,1225
33753,5507,2147,4188,3327,1319,1180
31215,5989,3049,4726,4190,1263,1141
29590,6048,3434,4688,4475,1360,1041
28520,5863,2947,4539,4040,1324,1093
28027,6024,3183,4782,4266,1242,1083
28238,5983,3539,4847,4505,1136,966
30039,5653,3439,4633,4247,1020,808
33654,5247,3051,4304,3739,943,688
35134,5173,3209,4122,3918,1051,709
35035,4605,2519,3626,3184,979,665
36521,4385,2122,3351,2833,1034,711
38576,4102,1425,3092,2069,1010,644
40502,4558,1849,3369,2748,1189,899
42187,4152,1663,2997,2686,1155,1023
43762,3265,944,2190,1800,1075,856
45010,2832,899,1809,1317,1023,868
46017,2636,913,1685,1110,951,846
46668,2634,945,1729,1002,905,717
45930,2966,966,1982,1231,984,749
44300,3357,971,2323,1733,1034,848
44590,3667,1046,2746,1721,921,675
43327,4802,1776,3773,2494,1029,718
40983,6500,3433,5247,4506,1253,1073
37478,7031,4266,5729,5372,1302,1106
33723,7007,4353,5755,5426,1252,1073
31143,7272,5072,5998,6147,1274,1075
29523,6958,4701,5806,5641,1152,940
28454,6547,4207,5490,5020,1057,813
27731,6572,4546,5498,5370,1074,824
27930,6522,4409,5540,5209,982,800
29613,6351,4276,5414,5004,937,728
33240,6211,4042,5300,4753,911,711
34791,6148,3919,5239,4605,909,686
34583,6247,4273,5419,4999,828,726
35919,5963,4106,5198,4695,765,589
37994,5804,3596,4960,4159,844,563
39769,6081,3654,5134,4307,947,653
41533,6357,3913,5269,4703,1088,790
43465,6294,3711,5230,4577,1064,866
45468,6359,3749,5275,4632,1084,883
46729,6490,3874,5333,4809,1157,935
47204,6629,3868,5424,4845,1205,977
46359,6859,4068,5564,5145,1295,1077
44719,6995,4204,5697,5310,1298,1106
44778,7141,4257,5860,5303,1281,1046
43563,7740,4982,6424,6154,1316,1172
41168,7899,5239,6521,6396,1378,1157
37839,7986,5239,6494,6434,1492,1195
34279,8253,5652,6685,6997,1568,1345
31632,7905,5232,6447,6494,1458,1262
30199,7836,5299,6450,6523,1386,1224
29156,7551,5092,6190,6218,1361,1126
28632,7076,4427,5842,5481,1234,1054
28943,6744,4170,5522,5092,1222,922
30941,6779,4415,5500,5547,1279,1132
34554,5833,3458,4811,4419,1022,961
36143,5149,2990,4208,3706,941,716
35727,4812,3299,3793,4100,1019,801
37024,4041,3453,3081,4587,960,1134
39165,3293,1676,2619,2118,674,442
41111,4113,1874,3386,2212,727,338
42447,5704,3048,4452,3793,1252,745
43994,6298,3360,4782,4384,1516,1024
44805,6362,3006,4790,4245,1572,1239
44645,6522,3064,4871,4379,1651,1315
44346,6524,2919,4849,4321,1675,1402
43115,6201,2519,4583,3848,1618,1329
42104,6096,2471,4524,3775,1572,1304
42248,6102,2700,4583,4093,1519,1393
41030,5797,2422,4539,3513,1258,1091
38645,6404,3350,5137,4489,1267,1139
35359,6484,3638,5200,4708,1284,1070
32022,6409,3622,5239,4676,1170,1054
29477,6276,3674,5160,4583,1116,909
27840,6178,3633,5025,4506,1153,873
26813,6035,3563,4948,4414,1087,851
26379,5876,3438,4908,4280,968,842
26499,5753,3339,4865,4121,888,782
27985,5774,3362,4876,4128,898,766
31267,5808,3254,4748,4055,1060,801
32780,5967,3406,4813,4584,1154,1178
32193,5532,2965,4464,4102,1068,1137
